Project,Package,Class,Method,Smell,Description,File
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,test2xxResponse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,test2xxResponse,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.pipes.fetcher.http.HttpFetcher.fetch; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,test4xxResponse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,testJwt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,testJwt,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.pipes.fetcher.http.HttpFetcher.fetch; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,testHttpRequestHeaders,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,testHttpRequestHeaders,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.pipes.fetcher.http.config.HttpFetcherConfig.setHttpRequestHeaders; org.apache.tika.pipes.fetcher.http.config.HttpFetcherConfig.getHttpRequestHeaders; org.apache.tika.pipes.fetcher.http.HttpFetcher.getHttpFetcherConfig; org.apache.tika.metadata.Property.externalText; org.apache.tika.pipes.fetcher.http.config.HttpHeaders.setMap; org.apache.tika.pipes.fetcher.http.HttpFetcher.setHttpClient; org.apache.tika.pipes.fetcher.http.HttpFetcher.fetch,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.http,HttpFetcherTest,testRedirect,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-http/src/test/java/org/apache/tika/pipes/fetcher/http/HttpFetcherTest.java
tika,org.apache.tika.pipes.fetcher.azblob,TestAZBlobFetcher,testConfig,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-az-blob/src/test/java/org/apache/tika/pipes/fetcher/azblob/TestAZBlobFetcher.java
tika,org.apache.tika.pipes.pipesiterator.csv,TestCSVPipesIterator,testSimple,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-iterators/tika-pipes-iterator-csv/src/test/java/org/apache/tika/pipes/pipesiterator/csv/TestCSVPipesIterator.java
tika,org.apache.tika.pipes.pipesiterator.json,TestJsonPipesIterator,testBasic,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-iterators/tika-pipes-iterator-json/src/test/java/org/apache/tika/pipes/pipesiterator/json/TestJsonPipesIterator.java
tika,org.apache.tika.pipes.pipesiterator.json,TestJsonPipesIterator,testWithEmbDocBytes,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-iterators/tika-pipes-iterator-json/src/test/java/org/apache/tika/pipes/pipesiterator/json/TestJsonPipesIterator.java
tika,org.apache.tika.pipes.pipesiterator.jdbc,TestJDBCPipesIterator,testSimple,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-iterators/tika-pipes-iterator-jdbc/src/test/java/org/apache/tika/pipes/pipesiterator/jdbc/TestJDBCPipesIterator.java
tika,org.apache.tika.pipes.pipesiterator.jdbc,TestJDBCPipesIterator,testSimple,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-iterators/tika-pipes-iterator-jdbc/src/test/java/org/apache/tika/pipes/pipesiterator/jdbc/TestJDBCPipesIterator.java
tika,org.apache.tika.async.cli,AsyncProcessorTest,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-async-cli/src/test/java/org/apache/tika/async/cli/AsyncProcessorTest.java
tika,org.apache.tika.cli,TikaCLITest,testListParserDetail,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testXMLOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testHTMLOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testMarkdownOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testContentAllOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testMetadataOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testJsonMetadataOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testJsonMetadataPrettyPrintOutput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testDefaultPDFIncrementalUpdateSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtractJavascript,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testMacros,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtractSimple,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtractAbsolute,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtractRelative,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtractOverlapping,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testExtract0x00,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testMultiValuedMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testConfig,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testJsonRecursiveMetadataParserMetadataOnly,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
tika,org.apache.tika.cli,TikaCLITest,testJsonRecursiveMetadataParserText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-app/src/test/java/org/apache/tika/cli/TikaCLITest.java
